pkt_rate,pkt_delay,byte_rate,last_pkt,fid,num_pkt,first_pkt,des_add,pkt_in,duration_1,byte_count,duration_2,pkt_out,pkt_sz,is_broadcast,label
16.31116687578419,0.06130769230769231,880.8030112923462,1750256410.989141,3461412207635532293,26,1750256409.395141,10.0.0.11,26,1.594,1404,1.594,26,54.0,0,icmp_fl
1.2547051442910915,0.797,67.75407779171894,1750256410.989141,-3032044590954084798,2,1750256409.395141,10.0.0.11,2,1.594,108,1.594,2,54.0,0,tcp_fl
1.2547051442910915,0.797,67.75407779171894,1750256410.989141,7983729977725535609,2,1750256409.395141,10.0.0.11,2,1.594,108,1.594,2,54.0,0,tcp_fl
1.2547051442910915,0.797,67.75407779171894,1750256410.989141,-2810550531755369550,2,1750256409.395141,10.0.0.11,2,1.594,108,1.594,2,54.0,0,tcp_fl
1.2547051442910915,0.797,67.75407779171894,1750256410.989141,-5135108613842206003,2,1750256409.395141,10.0.0.11,2,1.594,108,1.594,2,54.0,0,tcp_fl
1.2547051442910915,0.797,67.75407779171894,1750256410.989141,7085209806422839851,2,1750256409.395141,10.0.0.11,2,1.594,108,1.594,2,54.0,0,tcp_fl
1.2547051442910915,0.797,67.75407779171894,1750256410.989141,5117784354055620015,2,1750256409.395141,10.0.0.11,2,1.594,108,1.594,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,8694622024662296639,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,98101203184558343,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,4732844137660545631,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,4620418973274561659,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,7537038101257502126,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,-8291888499386994202,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,-5897990214624000392,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2586532410320956,0.7945,67.96727501573316,1750256410.989141,5135172423451495742,2,1750256409.400141,10.0.0.11,2,1.589,108,1.589,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,5356666482650210990,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,-5676496155425285144,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,7720710334827771391,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,7554426170653377853,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,5102892861762716103,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,-639424935158347745,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,-8306779991679898114,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2666244458518048,0.7895000000000001,68.39772007599746,1750256410.989141,-1775504153221975372,2,1750256409.410141,10.0.0.11,2,1.5790000000000002,108,1.5790000000000002,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,3389241030282991154,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,-3073570174653133768,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,-3257242408223403033,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,8160860446247167485,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,7013038629070298712,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,1754473349604646065,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,-654316427451251657,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
1.2706480304955527,0.787,68.61499364675984,1750256410.989141,1975967408803361313,2,1750256409.415141,10.0.0.11,2,1.574,108,1.574,2,54.0,0,tcp_fl
